data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,city_name,state,region
2025-12-28,202553,0.0,0,2.0,0,0.0,0.0,0,1,320530920255320460,2026-01-07,,0.0,331785.0,23.82494,90.43822,0,0.0,0,77.40292,57.07206,26.5312,30.77124,0.0,,,,,144914,Vitória,ES,Southeast
2025-12-21,202552,0.0,0,1.0,0,0.0,0.0,0,1,320530920255220460,2026-01-07,,0.0,331785.0,22.6164428571429,91.1917142857143,0,0.0,0,80.4945428571429,67.1737142857143,24.9450571428571,28.0815714285714,0.0,,,,,144914,Vitória,ES,Southeast
2025-12-14,202551,0.0,0,2.0,0,0.0,0.0,0,1,320530920255120460,2026-01-07,,0.0,331785.0,23.2889142857143,88.4943142857143,0,0.0,0,81.3758428571429,69.1355428571429,24.9131857142857,27.4324571428571,0.0,,,,,144914,Vitória,ES,Southeast
2025-12-07,202550,2.0,2,4.0,2,0.0,0.6028,0,1,320530920255020460,2026-01-07,,0.02517055,331785.0,23.8222142857143,88.8310285714286,1,0.0,0,80.3846285714286,67.8064571428571,25.9019,28.9402428571429,2.0,,,,,144914,Vitória,ES,Southeast
2025-11-30,202549,75.0,75,77.0,75,0.08519414,22.605,0,1,320530920254920460,2026-01-07,,0.80912584,331785.0,22.2080714285714,92.6546142857143,1,0.0,1,82.5972714285714,69.6182285714286,24.0098571428571,26.3510285714286,75.0,,,,,144914,Vitória,ES,Southeast
2025-11-23,202548,81.0,81,83.0,81,0.06571517,24.4134,0,1,320530920254820460,2026-01-07,,0.799609,331785.0,21.2342,91.1542,0,0.0,1,81.7592,67.3369428571429,23.4606714285714,26.5275285714286,78.0,,,,,144914,Vitória,ES,Southeast
2025-11-16,202547,94.0,94,96.0,94,0.13931158,28.3316,0,1,320530920254720460,2026-01-07,,0.8591307,331785.0,21.4149714285714,89.5615714285714,0,0.0,1,79.3741714285714,64.9042,23.7970142857143,26.9694,90.0,,,,,144914,Vitória,ES,Southeast
2025-11-09,202546,105.0,105,107.0,105,0.16295967,31.647001,0,1,320530920254620460,2026-01-07,,0.87724537,331785.0,19.9560857142857,83.8893428571429,0,0.0,1,73.1655285714286,61.0911,22.3031714285714,25.0902142857143,99.0,,,,,144914,Vitória,ES,Southeast
2025-11-02,202545,103.0,103,105.0,103,0.032273248,31.0442,0,1,320530920254520460,2026-01-07,,0.7850475,331785.0,22.0189714285714,88.9227571428571,1,0.0,1,79.4309714285714,64.2055,24.2574285714286,27.6135714285714,96.0,,,,,144914,Vitória,ES,Southeast
2025-10-26,202544,126.0,126,128.0,126,0.16704404,37.976402,0,1,320530920254420460,2026-01-07,,0.8887203,331785.0,21.1750285714286,92.3404714285714,0,0.0,1,83.9292714285714,71.3890857142857,22.999,25.6593714285714,112.0,,,,,144914,Vitória,ES,Southeast
2025-10-19,202543,123.0,123,123.0,123,0.08211662,37.0722,0,1,320530920254320460,2026-01-07,,0.84388655,331785.0,18.7271428571429,82.1086142857143,0,0.0,1,76.0765142857143,68.6851571428572,20.1884571428571,21.9064428571429,107.0,,,,,144914,Vitória,ES,Southeast
2025-10-12,202542,156.0,156,156.0,156,0.6572772,47.018402,0,1,320530920254220460,2026-01-07,,1.0474232,331785.0,21.8422428571429,91.8080714285714,0,0.0,1,83.9126,70.5839714285714,23.5807,26.1702285714286,129.0,,,,,144914,Vitória,ES,Southeast
2025-10-05,202541,142.0,142,142.0,142,0.25187612,42.7988,0,1,320530920254120460,2026-01-07,,0.92523134,331785.0,20.7133571428571,92.5138285714286,0,0.0,1,83.6716285714286,70.5333285714286,22.4119571428571,25.0033428571429,116.0,,,,,144914,Vitória,ES,Southeast
2025-09-28,202540,146.0,146,146.0,146,0.29835138,44.004402,0,1,320530920254020460,2026-01-07,,0.9409063,331785.0,18.0854,87.0879857142857,0,0.0,1,75.4931142857143,63.1768285714286,20.6135428571429,23.5057857142857,84.0,,,,,144914,Vitória,ES,Southeast
2025-09-21,202539,161.0,161,161.0,161,0.67342126,48.525402,0,1,320530920253920460,2026-01-07,,1.051962,331785.0,19.8899428571429,84.8884428571429,0,0.0,1,76.0859285714286,64.0375,21.6356857142857,24.0768571428571,109.0,,,,,144914,Vitória,ES,Southeast
2025-09-14,202538,152.0,152,152.0,152,0.5662698,45.8128,0,1,320530920253820460,2026-01-07,,1.0193943,331785.0,19.9662,92.1992142857143,0,0.0,1,84.9159,76.2794428571429,21.6024,23.7303285714286,109.0,,,,,144914,Vitória,ES,Southeast
2025-09-07,202537,164.0,164,164.0,164,0.8835844,49.4296,0,1,320530920253720460,2026-01-07,,1.1458325,331785.0,19.6778142857143,92.1663714285714,0,0.0,1,83.0747714285714,70.7307285714286,21.6819,24.2027428571429,144.0,,,,,144914,Vitória,ES,Southeast
2025-08-31,202536,134.0,134,134.0,134,0.58398974,40.3876,0,1,320530920253620460,2026-01-07,,1.0263838,331785.0,18.7089857142857,89.4297142857143,0,0.0,1,79.8751142857143,66.966,20.8176142857143,23.3038714285714,115.0,,,,,144914,Vitória,ES,Southeast
2025-08-24,202535,171.0,171,171.0,171,0.9972614,51.539402,0,1,320530920253520460,2026-01-07,,1.3845474,331785.0,19.3796285714286,93.3485285714286,0,1.0,1,81.4201,66.1937571428572,21.6979428571429,24.4651857142857,143.0,,,,,144914,Vitória,ES,Southeast
2025-08-17,202534,107.0,107,107.0,107,0.28370884,32.2498,0,3,320530920253420460,2026-01-07,,0.9263,331785.0,18.3413571428571,88.9669428571429,0,0.0,1,77.3861285714286,62.5716428571429,20.6016428571429,23.3933857142857,91.0,,,,,144914,Vitória,ES,Southeast
2025-08-10,202533,133.0,133,133.0,133,0.97652876,40.0862,0,3,320530920253320460,2026-01-07,,1.2962908,331785.0,18.2698428571429,84.665,0,1.0,1,75.8381571428571,63.0920285714286,20.1009714285714,22.3539142857143,83.0,,,,,144914,Vitória,ES,Southeast
2025-08-03,202532,123.0,123,123.0,123,0.9809613,37.0722,0,1,320530920253220460,2026-01-07,,1.3275415,331785.0,18.1175285714286,92.5188571428571,0,1.0,1,80.1813428571429,62.1166857142857,20.9926428571429,24.5677285714286,80.0,,,,,144914,Vitória,ES,Southeast
2025-07-27,202531,95.0,95,95.0,95,0.65925676,28.633,0,1,320530920253120460,2026-01-07,,1.062177,331785.0,18.3227428571429,85.0502428571429,0,0.0,1,73.7246571428571,60.1196857142857,20.4720714285714,23.1797714285714,75.0,,,,,144914,Vitória,ES,Southeast
2025-07-20,202530,95.0,95,95.0,95,0.57320625,28.633,0,1,320530920253020460,2026-01-07,,1.0272621,331785.0,18.3914857142857,92.504,0,0.0,1,80.906,64.2060857142857,20.9205285714286,23.8712571428571,83.0,,,,,144914,Vitória,ES,Southeast
2025-07-13,202529,80.0,80,80.0,80,0.09723915,24.112,0,1,320530920252920460,2026-01-07,,0.8228957,331785.0,17.7189285714286,89.3992285714286,0,0.0,1,78.6187,64.9659,20.1349,22.9804857142857,67.0,,,,,144914,Vitória,ES,Southeast
2025-07-06,202528,99.0,99,99.0,99,0.35997814,29.8386,0,1,320530920252820460,2026-01-07,,0.9510217,331785.0,17.6943428571429,89.3990714285714,0,0.0,1,81.5640571428571,72.1199571428571,19.5454714285714,21.5761857142857,91.0,,,,,144914,Vitória,ES,Southeast
2025-06-29,202527,92.0,92,92.0,92,0.06889932,27.7288,0,1,320530920252720460,2026-01-07,,0.8127487,331785.0,18.5625428571429,91.5253142857143,0,0.0,1,82.7815142857143,69.0507714285714,20.5274857142857,23.0115857142857,82.0,,,,,144914,Vitória,ES,Southeast
2025-06-22,202526,106.0,106,106.0,106,0.078958035,31.9484,0,1,320530920252620460,2026-01-07,,0.831207,331785.0,18.8269142857143,91.8042857142857,0,0.0,1,81.2224142857143,65.8625428571429,21.5776714285714,24.7130285714286,100.0,,,,,144914,Vitória,ES,Southeast
2025-06-15,202525,112.0,112,112.0,112,0.01487844,33.7568,0,1,320530920252520460,2026-01-07,,0.7626476,331785.0,17.6168857142857,93.6281285714286,0,0.0,1,83.3393428571429,69.1329428571429,20.6138857142857,23.7884285714286,104.0,,,,,144914,Vitória,ES,Southeast
2025-06-08,202524,118.0,118,118.0,118,0.0006386145,35.5652,0,1,320530920252420460,2026-01-07,,0.6833724,331785.0,19.2349142857143,86.0542857142857,0,0.0,1,77.1984571428571,66.9874,20.9236571428571,22.8648,109.0,,,,,144914,Vitória,ES,Southeast
2025-06-01,202523,161.0,161,161.0,161,0.014138906,48.525402,0,1,320530920252320460,2026-01-07,,0.7941268,331785.0,20.6533714285714,92.6369857142857,0,0.0,1,84.2501428571428,72.2511571428571,22.9234,25.5093,146.0,,,,,144914,Vitória,ES,Southeast
2025-05-25,202522,140.0,140,140.0,140,0.00013362183,42.196,0,1,320530920252220460,2026-01-07,,0.6741543,331785.0,20.9671,92.2947857142857,0,0.0,1,87.1789571428571,80.2912142857143,22.2941714285714,23.9698857142857,127.0,,,,,144914,Vitória,ES,Southeast
2025-05-18,202521,244.0,244,244.0,244,0.9916456,73.5416,0,1,320530920252120460,2026-01-07,,1.2576127,331785.0,19.9455714285714,94.4898857142857,0,1.0,1,84.3584142857143,68.5741,22.3754285714286,25.2469,229.0,,,,,144914,Vitória,ES,Southeast
2025-05-11,202520,215.0,215,215.0,215,0.8891658,64.801,0,1,320530920252020460,2026-01-07,,1.12905,331785.0,21.0534571428571,85.3676571428571,0,0.0,1,78.1274428571429,68.9499285714286,22.4474714285714,23.9652428571429,183.0,,,,,144914,Vitória,ES,Southeast
2025-05-04,202519,185.0,185,185.0,185,0.13009335,55.759,0,1,320530920251920460,2026-01-07,,0.89255273,331785.0,21.1074428571429,91.2537142857143,0,0.0,1,82.4974285714286,70.9884285714286,23.2384285714286,25.5794571428571,167.0,,,,,144914,Vitória,ES,Southeast
2025-04-27,202518,178.0,178,178.0,178,0.0058717756,53.6492,0,1,320530920251820460,2026-01-07,,0.7783227,331785.0,21.7791285714286,85.8766285714286,0,0.0,1,78.1389428571429,68.2753428571429,23.4165714285714,25.3209428571429,155.0,,,,,144914,Vitória,ES,Southeast
2025-04-20,202517,200.0,200,200.0,200,0.027867727,60.28,0,2,320530920251720460,2026-01-07,,0.8331019,331785.0,22.1854142857143,88.4595428571429,1,0.0,1,81.0874857142857,72.7009857142857,23.8440714285714,25.7228,172.0,,,,,144914,Vitória,ES,Southeast
2025-04-13,202516,252.0,252,252.0,252,0.58801615,75.952805,0,2,320530920251620460,2026-01-07,,1.0200984,331785.0,22.3617714285714,91.4279571428571,1,0.0,1,83.0679428571429,71.9157428571429,24.1062571428571,26.4047571428571,222.0,,,,,144914,Vitória,ES,Southeast
2025-04-06,202515,227.0,227,227.0,227,0.18064955,68.4178,0,2,320530920251520460,2026-01-07,,0.91958094,331785.0,22.3059285714286,88.7171285714286,1,0.0,1,79.4295428571429,67.4741,24.0600285714286,26.2965571428571,205.0,,,,,144914,Vitória,ES,Southeast
2025-03-30,202514,261.0,261,261.0,261,0.7890246,78.6654,0,2,320530920251420460,2026-01-07,,1.0741236,331785.0,23.5566428571429,93.0900714285714,1,0.0,1,82.9757571428571,69.9257857142857,25.6856142857143,28.2615571428571,240.0,,,,,144914,Vitória,ES,Southeast
2025-03-23,202513,250.0,250,250.0,250,0.6535634,75.35,0,2,320530920251320460,2026-01-07,,1.0362536,331785.0,23.5668571428571,89.6956,1,0.0,1,81.8171,71.3062857142857,25.4215714285714,27.8051428571429,221.0,,,,,144914,Vitória,ES,Southeast
2025-03-16,202512,236.0,236,236.0,236,0.32369074,71.1304,0,2,320530920251220460,2026-01-07,,0.9592195,331785.0,23.7501142857143,91.3126857142857,1,0.0,1,83.8831,73.3012714285714,25.2487285714286,27.3965285714286,215.0,,,,,144914,Vitória,ES,Southeast
2025-03-09,202511,251.0,251,251.0,251,0.1335379,75.6514,0,2,320530920251120460,2026-01-07,,0.9078949,331785.0,23.9533285714286,89.8091285714286,1,0.0,1,77.2574285714286,58.5876,26.6003,30.0533714285714,228.0,,,,,144914,Vitória,ES,Southeast
2025-03-02,202510,229.0,229,229.0,229,4.3645496e-06,69.0206,0,2,320530920251020460,2026-01-07,,0.68536615,331785.0,22.8357285714286,92.8994857142857,1,0.0,1,82.1837714285714,71.3626428571429,25.0939428571429,27.3996,197.0,,,,,144914,Vitória,ES,Southeast
2025-02-23,202509,250.0,250,250.0,250,1.7174975e-09,75.35,0,4,320530920250920460,2026-01-07,,0.6252065,331785.0,23.5656285714286,92.5334285714286,1,0.0,1,81.1841285714286,69.0288428571429,25.7494714285714,28.2024285714286,205.0,,,,,144914,Vitória,ES,Southeast
2025-02-16,202508,351.0,351,351.0,351,7.304129e-05,105.791405,0,4,320530920250820460,2026-01-07,,0.7649448,331785.0,23.6741142857143,90.1375285714286,1,0.0,2,78.0691142857143,61.1596428571429,26.3696428571429,29.8229428571429,295.0,,,,,144914,Vitória,ES,Southeast
2025-02-09,202507,381.0,381,381.0,381,0.00035392024,114.833405,0,4,320530920250720460,2026-01-07,,0.793379,331785.0,23.7711714285714,89.9288428571429,1,0.0,2,78.6054714285714,64.6604714285714,26.247,29.0779,218.0,,,,,144914,Vitória,ES,Southeast
2025-02-02,202506,495.0,495,495.0,495,0.83999527,149.19301,0,4,320530920250620460,2026-01-07,,1.0663116,331785.0,23.7951714285714,91.0283857142857,1,0.0,2,78.0957428571429,60.182,26.3371,29.5933,247.0,,,,,144914,Vitória,ES,Southeast
2025-01-26,202505,511.0,511,511.0,511,0.9888156,154.0154,0,4,320530920250520460,2026-01-07,,1.15977,331785.0,24.1298714285714,90.3287428571429,1,1.0,2,78.9513714285714,62.6967714285714,26.3765571428571,29.3693714285714,347.0,,,,,144914,Vitória,ES,Southeast
2025-01-19,202504,455.0,455,455.0,455,0.94036275,137.13701,0,4,320530920250420460,2026-01-07,,1.1118279,331785.0,24.0869571428571,92.8218571428571,1,0.0,2,81.0766,64.9293285714286,26.5331285714286,29.8056857142857,219.0,,,,,144914,Vitória,ES,Southeast
2025-01-12,202503,444.0,444,444.0,444,0.9998421,133.8216,0,4,320530920250320460,2026-01-07,,1.2939494,331785.0,23.1942428571429,90.3495142857143,1,1.0,2,82.0650857142857,70.9038857142857,24.8561142857143,27.1249,188.0,,,,,144914,Vitória,ES,Southeast
2025-01-05,202502,428.0,428,428.0,428,1.0,128.9992,0,4,320530920250220460,2026-01-07,,1.5811284,331785.0,23.0680857142857,93.0720285714286,1,1.0,2,86.5523285714286,77.4315142857143,24.6348285714286,26.6989857142857,202.0,,,,,144914,Vitória,ES,Southeast
2024-12-29,202501,397.0,397,397.0,397,0.99999994,119.6558,0,2,320530920250120460,2026-01-07,,1.514297,331785.0,23.3640571428571,92.4477714285714,1,1.0,2,85.266,74.6645571428571,25.1017714285714,27.3664714285714,185.0,,,,,144914,Vitória,ES,Southeast
2024-12-22,202452,170.0,170,170.0,170,4.131033e-08,51.238,0,2,320530920245220437,2025-12-15,,0.59974647,331785.0,23.9372,90.6375428571429,1,0.0,1,81.8875571428571,68.9059428571429,25.5828571428571,28.0976142857143,169.0,,,,,144914,Vitória,ES,Southeast
2024-12-15,202451,272.0,272,272.0,272,0.27981818,81.980804,0,3,320530920245120437,2025-12-15,,0.9518251,331785.0,23.8066285714286,90.1392571428571,1,0.0,1,81.6904857142857,69.6402714285714,25.7308285714286,28.4293,259.0,,,,,144914,Vitória,ES,Southeast
2024-12-08,202450,307.0,307,307.0,307,0.96123433,92.5298,0,3,320530920245020437,2025-12-15,,1.1591965,331785.0,22.5978285714286,91.0306,1,1.0,1,80.5503428571429,66.2404428571429,24.8653285714286,27.7807142857143,272.0,,,,,144914,Vitória,ES,Southeast
2024-12-01,202449,287.0,287,287.0,287,0.9944819,86.5018,0,3,320530920244920431,2025-12-09,,1.2513399,331785.0,23.5434285714286,91.1986428571429,1,1.0,1,81.6971428571429,67.2595857142857,25.7098285714286,28.7984428571429,258.0,,,,,144914,Vitória,ES,Southeast
2024-11-24,202448,288.0,288,288.0,288,0.99998313,86.8032,0,3,320530920244820425,2025-12-03,,1.4617269,331785.0,21.9868571428571,85.5823142857143,0,1.0,1,74.9557857142857,60.2096857142857,24.3896,27.7190142857143,256.0,,,,,144914,Vitória,ES,Southeast
2024-11-17,202447,217.0,217,217.0,217,0.98504764,65.4038,0,3,320530920244720418,2025-11-26,,1.2460855,331785.0,22.5453,92.2819285714286,1,1.0,1,85.3024857142857,74.8953142857143,24.0396428571429,26.1837142857143,147.0,,,,,144914,Vitória,ES,Southeast
2024-11-10,202446,197.0,197,197.0,197,0.9674113,59.3758,0,1,320530920244620411,2025-11-19,,1.2151293,331785.0,21.9835428571429,88.9624142857143,0,1.0,1,80.9342714285714,69.8462,23.7461285714286,26.3696428571429,159.0,,,,,144914,Vitória,ES,Southeast
2024-11-03,202445,171.0,171,171.0,171,0.7088438,51.539402,0,1,320530920244520403,2025-11-11,,1.062166,331785.0,22.1655285714286,91.8992714285714,1,0.0,1,84.5608428571429,75.9774428571429,23.8886428571429,25.9244285714286,140.0,,,,,144914,Vitória,ES,Southeast
2024-10-27,202444,153.0,153,153.0,153,0.2992702,46.1142,0,1,320530920244420395,2025-11-03,,0.94248724,331785.0,21.4765571428571,92.0385857142857,0,0.0,1,86.7077142857143,79.9705142857143,22.7751285714286,24.3543428571429,84.0,,,,,144914,Vitória,ES,Southeast
2024-10-20,202443,162.0,162,162.0,162,0.45881245,48.8268,0,1,320530920244320389,2025-10-28,,0.98862094,331785.0,22.8181,90.5118285714286,1,0.0,1,81.4143,66.6874285714286,24.7937285714286,27.818,137.0,,,,,144914,Vitória,ES,Southeast
2024-10-13,202442,170.0,170,170.0,170,0.5255232,51.238,0,1,320530920244220381,2025-10-20,,1.0069717,331785.0,21.7856857142857,90.2093857142857,0,0.0,1,80.7001,67.2062857142857,23.7157571428571,26.4940142857143,147.0,,,,,144914,Vitória,ES,Southeast
2024-10-06,202441,151.0,151,151.0,151,0.2037432,45.511402,0,1,320530920244120376,2025-10-15,,0.9111792,331785.0,20.7331142857143,86.9705,0,0.0,1,78.0614428571429,65.5097285714286,22.9316428571429,25.9590428571429,137.0,,,,,144914,Vitória,ES,Southeast
2024-09-29,202440,180.0,180,180.0,180,0.9443036,54.252,0,1,320530920244020368,2025-10-07,,1.1913596,331785.0,21.3882857142857,90.7149714285714,0,0.0,1,79.8656142857143,64.2168142857143,23.3010142857143,26.2400714285714,163.0,,,,,144914,Vitória,ES,Southeast
2024-09-22,202439,176.0,176,176.0,176,0.9754589,53.046402,0,1,320530920243920363,2025-10-02,,1.2478516,331785.0,21.8761142857143,88.3690285714286,0,1.0,1,75.5241,56.3026571428571,24.2609285714286,27.8545142857143,162.0,,,,,144914,Vitória,ES,Southeast
2024-09-15,202438,151.0,151,151.0,151,0.6909907,45.511402,0,1,320530920243820353,2025-09-22,,1.0598708,331785.0,20.9310142857143,89.8137285714286,0,0.0,1,76.7214571428571,59.2972857142857,23.1671,26.2153714285714,138.0,,,,,144914,Vitória,ES,Southeast
2024-09-08,202437,121.0,121,121.0,121,0.0890841,36.4694,0,1,320530920243720347,2025-09-16,,0.84720707,331785.0,21.2220857142857,87.8236857142857,0,0.0,1,73.6264285714286,52.0709142857143,23.9259142857143,27.7089,112.0,,,,,144914,Vitória,ES,Southeast
2024-09-01,202436,160.0,160,160.0,160,0.7472143,48.224,0,1,320530920243620339,2025-09-08,,1.0786967,331785.0,20.2193,92.1162,0,0.0,1,76.6738714285714,54.4186,23.4118857142857,27.7048857142857,148.0,,,,,144914,Vitória,ES,Southeast
2024-08-25,202435,137.0,137,137.0,137,0.090590164,41.2918,0,1,320530920243520332,2025-09-01,,0.8562513,331785.0,18.3819857142857,83.7880857142857,0,0.0,1,71.6943285714286,56.0916428571429,20.9420142857143,24.0438857142857,130.0,,,,,144914,Vitória,ES,Southeast
2024-08-18,202434,134.0,134,134.0,134,0.03591892,40.3876,0,1,320530920243420328,2025-08-28,,0.81183136,331785.0,19.9859714285714,90.2273571428571,0,0.0,1,74.9927285714286,52.5468857142857,23.1289,27.2194857142857,100.0,,,,,144914,Vitória,ES,Southeast
2024-08-11,202433,181.0,181,181.0,181,0.6988661,54.553402,0,1,320530920243320321,2025-08-21,,1.0570486,331785.0,18.0879285714286,85.0351428571429,0,0.0,1,72.7767857142857,54.7462571428571,20.9374285714286,24.4521428571429,90.0,,,,,144914,Vitória,ES,Southeast
2024-08-04,202432,158.0,158,158.0,158,0.08759929,47.6212,0,1,320530920243220312,2025-08-12,,0.8634246,331785.0,19.8806142857143,91.0205571428571,0,0.0,1,80.4677714285714,63.4929285714286,22.3727285714286,25.6642,79.0,,,,,144914,Vitória,ES,Southeast
2024-07-28,202431,164.0,164,164.0,164,0.03547311,49.4296,0,1,320530920243120305,2025-08-05,,0.82699925,331785.0,20.4910571428571,90.0987142857143,0,0.0,1,79.9637142857143,66.9343714285714,22.3051857142857,24.5373142857143,88.0,,,,,144914,Vitória,ES,Southeast
2024-07-21,202430,194.0,194,194.0,194,0.063411556,58.4716,0,1,320530920243020298,2025-07-29,,0.86140215,331785.0,18.5314285714286,90.6081285714286,0,0.0,1,76.1131,56.0497142857143,21.7462,25.2813857142857,107.0,,,,,144914,Vitória,ES,Southeast
2024-07-14,202429,182.0,182,182.0,182,5.9182057e-05,54.8548,0,1,320530920242920291,2025-07-22,,0.69229746,331785.0,19.1940571428571,91.6805857142857,0,0.0,1,78.3025714285714,58.2480714285714,21.9729714285714,25.1294857142857,95.0,,,,,144914,Vitória,ES,Southeast
2024-07-07,202428,225.0,225,225.0,225,7.663094e-05,67.815,0,1,320530920242820283,2025-07-14,,0.7199885,331785.0,20.5683,94.5047285714286,0,0.0,1,81.1887,61.4008857142857,23.1986857142857,26.5554,114.0,,,,,144914,Vitória,ES,Southeast
2024-06-30,202427,261.0,261,261.0,261,2.8509135e-06,78.6654,0,1,320530920242720278,2025-07-09,,0.69592303,331785.0,20.1264285714286,90.4792142857143,0,0.0,1,79.3673,62.1816571428571,22.5449857142857,25.3443,128.0,,,,,144914,Vitória,ES,Southeast
2024-06-23,202426,297.0,297,297.0,297,2.2604007e-07,89.5158,0,4,320530920242620270,2025-07-01,,0.68617624,331785.0,20.9553285714286,91.2005714285714,0,0.0,1,78.1607571428571,58.1932,23.9792714285714,27.7482571428571,165.0,,,,,144914,Vitória,ES,Southeast
2024-06-16,202425,381.0,381,381.0,381,0.00046355766,114.833405,0,4,320530920242520262,2025-06-23,,0.79722536,331785.0,20.4312142857143,93.8849428571429,0,0.0,2,81.2228142857143,63.8131714285714,23.1766,26.2179142857143,199.0,,,,,144914,Vitória,ES,Southeast
2024-06-09,202424,451.0,451,451.0,451,0.0018374475,135.9314,0,4,320530920242420255,2025-06-16,,0.83140796,331785.0,19.3813285714286,92.9805571428571,0,0.0,2,79.0814857142857,60.2626714285714,22.6154142857143,25.9736857142857,239.0,,,,,144914,Vitória,ES,Southeast
2024-06-02,202423,476.0,476,476.0,476,2.3695814e-07,143.4664,0,4,320530920242320249,2025-06-10,,0.7389139,331785.0,20.2923285714286,91.2287714285714,0,0.0,2,82.2436285714286,70.4985142857143,22.2325857142857,24.6110428571429,271.0,,,,,144914,Vitória,ES,Southeast
2024-05-26,202422,489.0,489,489.0,489,1.2634338e-13,147.3846,0,4,320530920242220241,2025-06-02,,0.65634567,331785.0,20.8761,88.4346285714286,0,0.0,2,80.1027857142857,70.7094571428571,22.5942428571429,24.4668285714286,275.0,,,,,144914,Vitória,ES,Southeast
2024-05-19,202421,678.0,678,678.0,678,0.00041372704,204.3492,0,4,320530920242120236,2025-05-28,,0.84044826,331785.0,21.4897857142857,90.0896,0,0.0,2,76.6948857142857,57.4196428571429,24.5063142857143,27.8133714285714,374.0,,,,,144914,Vitória,ES,Southeast
2024-05-12,202420,736.0,736,736.0,736,0.012673201,221.8304,0,4,320530920242020227,2025-05-19,,0.8929017,331785.0,22.9390285714286,92.3774285714286,1,0.0,2,82.2309714285714,64.7885571428571,25.4471,28.5367142857143,415.0,,,,,144914,Vitória,ES,Southeast
2024-05-05,202419,890.0,890,890.0,890,0.6988942,268.246,0,4,320530920241920224,2025-05-16,,1.025168,331785.0,22.4658857142857,96.0204428571429,1,0.0,2,86.3738285714286,72.9426,24.7421571428571,27.2722285714286,502.0,,,,,144914,Vitória,ES,Southeast
2024-04-28,202418,773.0,773,773.0,773,3.3768229e-06,232.98221,0,4,320530920241820214,2025-05-06,,0.80506784,331785.0,22.1570714285714,94.1498,1,0.0,2,82.2610285714286,63.2543571428571,25.1308,28.6172285714286,442.0,,,,,144914,Vitória,ES,Southeast
2024-04-21,202417,843.0,843,843.0,843,1.0818303e-06,254.0802,0,4,320530920241720206,2025-04-28,,0.80376965,331785.0,22.1263142857143,90.6391857142857,1,0.0,2,81.2351428571428,69.3655,24.3412857142857,26.7436,703.0,,,,,144914,Vitória,ES,Southeast
2024-04-14,202416,959.0,959,959.0,959,0.0014895896,289.0426,0,4,320530920241620201,2025-04-23,,0.8770225,331785.0,22.6856285714286,86.3745714285714,1,0.0,2,77.6740714285714,67.3759714285714,24.3780428571429,26.6128857142857,886.0,,,,,144914,Vitória,ES,Southeast
2024-04-07,202415,1105.0,1105,1105.0,1105,0.14903077,333.047,0,4,320530920241520192,2025-04-14,,0.95716375,331785.0,23.2148714285714,89.4044,1,0.0,2,80.5681428571429,71.2794571428571,25.1643714285714,27.3133428571429,1019.0,,,,,144914,Vitória,ES,Southeast
2024-03-31,202414,1104.0,1104,1104.0,1104,4.4011613e-05,332.7456,0,4,320530920241420188,2025-04-10,,0.85186946,331785.0,23.5957857142857,90.0580285714286,1,0.0,2,80.3760714285714,67.4008,25.4813142857143,27.8774285714286,1023.0,,,,,144914,Vitória,ES,Southeast
2024-03-24,202413,1062.0,1062,1062.0,1062,1.13575815e-13,320.0868,0,4,320530920241320179,2025-04-01,,0.74418515,331785.0,23.8923857142857,91.3408142857143,1,0.0,2,83.3420714285714,72.3932714285714,25.5610857142857,27.9361714285714,983.0,,,,,144914,Vitória,ES,Southeast
2024-03-17,202412,1292.0,1292,1292.0,1292,0.0016008143,389.4088,0,4,320530920241220172,2025-03-25,,0.89338744,331785.0,25.1000857142857,92.3877857142857,1,0.0,2,81.3046142857143,65.1822857142857,27.2809428571429,30.2038142857143,1214.0,,,,,144914,Vitória,ES,Southeast
2024-03-10,202411,1571.0,1571,1571.0,1571,0.9998023,473.4994,0,4,320530920241120165,2025-03-18,,1.1395094,331785.0,24.2457142857143,91.2874,1,1.0,2,81.6938571428571,68.5868857142857,26.2837857142857,28.9546714285714,1460.0,,,,,144914,Vitória,ES,Southeast
2024-03-03,202410,1430.0,1430,1430.0,1430,0.99997604,431.002,0,4,320530920241020158,2025-03-11,,1.1713294,331785.0,24.1559857142857,90.6209285714286,1,1.0,2,81.3519857142857,68.3413714285714,26.3343714285714,29.0235714285714,1338.0,,,,,144914,Vitória,ES,Southeast
2024-02-25,202409,1454.0,1454,1454.0,1454,1.0,438.2356,0,4,320530920240920154,2025-03-07,,1.477341,331785.0,23.5725,94.8262571428571,1,1.0,2,82.1766571428571,65.6063571428571,26.0376285714286,29.3431285714286,1384.0,,,,,144914,Vitória,ES,Southeast
2024-02-18,202408,1288.0,1288,1288.0,1288,1.0,388.20322,0,4,320530920240820145,2025-02-26,,1.7354887,331785.0,24.2921,94.2098714285714,1,1.0,2,87.7202714285714,76.5674571428572,25.8764571428571,28.4805,1226.0,,,,,144914,Vitória,ES,Southeast
